lang,name,place,retweet_count,screen_name,text,,,,,,,,,,,,,,Categorize
en,Nath,,0,NathanBeal1878,"To hell with Liverpool and Rangers too, throw them all in the Mersey",,,,,,,,,,,,,,Personal
en,Ast Eld Seun!,,0,oluseun_,"RT @2To3Odds: ðŸ‡¹ðŸ‡¿ Tanzanian Premier League 
Simba SC ðŸ†š Mbao FC
Tip: 1
Odd: 1.30
Time: 2pm

ðŸ´ó §ó ¢ó ¥ó ®ó §ó ¿ Premier League 
Cardiff ðŸ†š Chelsea 
Tip: 2â€¦",,,,,,,,,,,,,,News
en,M@,,0,Eriksxn_23,"Unless Spurs win today, Arsenal go 3rd with a win on Monday. March has been a loooong month ðŸ™ƒðŸ™ƒ",,,,,,,,,,,,,,Personal
en,The Football Writer,,0,TheFootballWr8r,"Liverpool 7-0 Tottenham (1978)

https://t.co/oWuxNaykOG",,,,,,,,,,,,,,Personal
en,â€¢,,0,UtdHarry__,@UtdFIair 2-1 Liverpool imoðŸ˜´,,,,,,,,,,,,,,Score
en,eco,,0,nakovanjj,@demarkesports @Liverpoolkolik Liverpool 3 - Tottenham 2,,,,,,,,,,,,,,Personal
en,Caspar,,0,caspar01,"RT @Paul_McGee: Perhaps if she hadn't driven the department's processes online while closing libraries &amp; jobcentres with computer access, pâ€¦",,,,,,,,,,,,,,Personal
in,footballisme,,0,footballisme,"Manager Wolves Nuno Espirito Santo membantah bakal melatih Chelsea musim panas nanti.
https://t.co/Nz51B37REb [metro]",,,,,,,,,,,,,,NonEnglish
en,SabelArmy ðŸšðŸšœ,,0,Beastroll,RT @utdxtra: Aaron Wan Bissaka is top of Unitedâ€™s shopping list at Â£40m. #mufc [Mail],,,,,,,,,,,,,,Personal
und,Chris Coe,,0,christopher_coe,PFA POTY,,,,,,,,,,,,,,NonEnglish
en,Harley Messenger,,0,HarleyMessenger,"RT @ArsenalReviewed: Golden boots:
Henry 4-1 Aguero

Prem POTY:
Henry 2-0 Aguero

FWA POTY:
Henry 3-0 Aguero

PFA TOTY:
Henry 6-0 Aguero

Bâ€¦",,,,,,,,,,,,,,News
en,GW 31 : #FUL 1-2 #LFC,,0,BetaKopitesID,"RT @BetaKopitesID: Believe! Come on, Redmen! It's a Matchday, Lads! ðŸ”´ðŸ”¥ #LFC https://t.co/U6O1Xhi19D",,,,,,,,,,,,,,Personal
en,Charlie Charnock,,0,Charli3Charnock,"RT @ArsenalReviewed: Golden boots:
Henry 4-1 Aguero

Prem POTY:
Henry 2-0 Aguero

FWA POTY:
Henry 3-0 Aguero

PFA TOTY:
Henry 6-0 Aguero

Bâ€¦",,,,,,,,,,,,,,News
en,Fleetwood Town WLFC,,0,FTownwrens,"âš½ï¸ | Its Game Day

âœ… | Can the 1st team get back to winning ways this afternoon away to @mossleylfc 

ðŸ•‘ | 14.00pmâ€¦ https://t.co/aHndMnKXRi",,,,,,,,,,,,,,Personal
en,I ðŸ–¤â¤ï¸ 9 & 26!!,,0,GemmaRooney10,"RT @ManUtd: ðŸ¥ Today's #MUFC Man of the Match...

â­ï¸ @LukeShaw23 â­ï¸ https://t.co/he4dZbTuZC",,,,,,,,,,,,,,News
en,laura,,0,judyhollidays,@liaratmoany he thought they were just two buildings in liverpool ðŸ˜­ðŸ˜‚ðŸ˜‚,,,,,,,,,,,,,,Personal
fr,Premier League ðŸ‡«ðŸ‡·,,0,PLFrance_,"Suite de la 32e journÃ©e de Premier League cette aprÃ¨s-midi :

15h05:
Cardiff City vs Chelsea (RMC Sport 1)

17h30:â€¦ https://t.co/5Rk5AwhSv7",,,,,,,,,,,,,,NonEnglish
en,Ã‡aÄŸlar Koruk,,0,caglarkoruk,@demarkesports @Liverpoolkolik Liverpool 2-1 Tottenham #Probably,,,,,,,,,,,,,,Personal
en,HBK Jr,,0,Deji95,"RT @Arsenal: Today we're remembering an Arsenal legend

David 'Rocky' Rocastle

#RememberingRocky â¤ï¸ https://t.co/KRC0kY9ZRL",,,,,,,,,,,,,,News
en,Lu,,0,LucaWinnen,"RT @acmilan: Thank you Anfield, it's been an amazing day!
Grazie a tutti! @LFC Legends ðŸ†š #MilanGlorie: che giornata! ðŸ˜
#LiverpoolMilan httpâ€¦",,,,,,,,,,,,,,News
en,Becks,,0,BecksN60,"RT @unibet: ðŸ¤·â€â™‚ï¸ Jadon Sancho to #MUFC?

ðŸ˜³ It could be on  |  @honigstein https://t.co/osYIzLm2lf",,,,,,,,,,,,,,News
en,SosanÄ±n Josesi,,0,NJosesi,@demarkesports @Liverpoolkolik Liverpool 1-1 Totthennam,,,,,,,,,,,,,,Personal
en,Sanjiv Raman,,0,imsanjivraman,"@MadMart05 @PingMahadevan @SaravanElango After I tweet, every one starts copying. Ithudaanda SRM University paasamâ€¦ https://t.co/2kQCsklMZH",,,,,,,,,,,,,,Personal
en,Arjun Popat,,0,Arjun_Popat,"RT @Arsenal: Today we're remembering an Arsenal legend

David 'Rocky' Rocastle

#RememberingRocky â¤ï¸ https://t.co/KRC0kY9ZRL",,,,,,,,,,,,,,News
en,Guardiolista â„¢,,0,Guardiolista04,"Liverpool 
- Disgusting fanbase 
- Banned English clubs from Europe for 5 years
- Bottled 10 points lead to a smallâ€¦ https://t.co/EG5ATpnuYh",,,,,,,,,,,,,,Personal
en,black regista,,0,yo_jab,@Suleeeiman @LFC Actually we always win. Same today,,,,,,,,,,,,,,Personal
en,Uncle Sena â„¢,,0,senamisomoyo,RT @TheManUtdWay: Robbie Fowler here saying Van Dijk can â€œpotentiallyâ€ be better than Rio Ferdinand was. Heâ€™s nearly 28. Not a young defendâ€¦,,,,,,,,,,,,,,News
en,Muhammad S.S,,0,Muhammad_____S,"RT @TheEnekemGreg: If you are a Manchester United fan, Get in , Letâ€™s follow each other 

RT or Like this tweet and I am gonna follow you ,â€¦",,,,,,,,,,,,,,Personal
en,arefaine berhane,,0,ArefaineB,@LFC @MoSalah Liverpool day,,,,,,,,,,,,,,Personal
es,Pipita Bergoglio,,0,pipa_bergoglio,@ValeroRafa Cuando se marcho al Liverpool lo hizo por amor?,,,,,,,,,,,,,,NonEnglish
en,Akshay,,0,akshaycule,"RT @MoRosement: â€œRemember that goal where he kinda chipped the wall in a free kick?â€ 

â€œAh yes the one against Espanyol in 2019 right?â€

â€œNâ€¦",,,,,,,,,,,,,,Personal
en,Aparna L.R,,0,aparna_lr,RT @JamesPearceEcho: Liverpool issued a lifetime stadium ban to a fan this week for racist abuse during the legends match. The incident lefâ€¦,,,,,,,,,,,,,,News
en,Hassen A Alatheem,,0,AlatheemA,"RT @bbc_thismorning: #Competition to #Win a #EE #UKMail Caught Out &amp; Silent T-Shirt

To enter, follow, like &amp; retweet. T&amp;C's - see tweets aâ€¦",,,,,,,,,,,,,,News
en,6â€™5,,0,badlanre25,"RT @ArsenalReviewed: Golden boots:
Henry 4-1 Aguero

Prem POTY:
Henry 2-0 Aguero

FWA POTY:
Henry 3-0 Aguero

PFA TOTY:
Henry 6-0 Aguero

Bâ€¦",,,,,,,,,,,,,,News
en,Baltiyar Balparmak,,0,Baltiyarbal,@demarkesports @Liverpoolkolik #Probably Liverpool 2 - 0 Tottenham,,,,,,,,,,,,,,Personal
en,Daily Trust,,0,daily_trust,"See the statistics as Maneâ€™s Liverpool battle Tottenham at Anfield today
https://t.co/DHPoHHYCsv",,,,,,,,,,,,,,News
en,RedsBet,,0,Reds_Bet,"ðŸ”´ John Aldridge previews Liverpool vs Tottenham Hotspur ahead of the crucial game at Anfield on Sunday âšªï¸

https://t.co/6jPIMI8cd0",,,,,,,,,,,,,,News
en,Scunthorpe United,,0,SUFCOfficial,"ðŸ“º YOUTUBE: Short match action from the Ironâ€™s home game against AFC Wimbledon - https://t.co/mxZbFcmcUs

IFOLLOW: Eâ€¦ https://t.co/dkf3GhhJCi",,,,,,,,,,,,,,News
en,Taylor momsen fan,,0,ashfittis,@Chelseahartmann @obianuju Thatâ€™s right Chelsea,,,,,,,,,,,,,,Personal
en,FansBet,,0,FansBet,"ðŸš€ #FanBoosts

ðŸ“º Cardiff v Chelsea

âš½ Cardiff to score first

âŒ WAS 3.50

âœ… NOW 3.85

ðŸ“² https://t.co/3Hk1bPeicM https://t.co/wxxplLrKy3",,,,,,,,,,,,,,Personal
en,Tottenham Hotspur,,0,SpursOfficial,"ðŸ“‹ Team news
ðŸ”Ž One to watch
ðŸ†š Previous meetings
ðŸ“ˆ Liverpool's form
ðŸ’« Magic moment
ðŸ—£ï¸ Klopp's view

All you need to kâ€¦ https://t.co/1KhNKU3tGG",,,,,,,,,,,,,,News
en,football.london,,0,Football_LDN,"Zinedine Zidane's comments which could be great news for Spurs &amp; Chelsea ahead of summer transfer window.
https://t.co/glXQxxj2yb",,,,,,,,,,,,,,News
en,ðŸŒ¸Debbie van DijkðŸŒ¸GavðŸ’ž,,0,RedDeb04,"RT @Hassanynwa_8: Liverpool and Tottenham match don't accept the division on two.

Liverpool's loss means losing the league, and losing Totâ€¦",,,,,,,,,,,,,,Personal
en,Obasi. D. C. Chinedu,,0,Obasi_chinedu,"@aadambirmingham I have a doubt abt it, but I'd be happy if they are. Helps Arsenal go to 3rd",,,,,,,,,,,,,,Personal
und,Manchester City,,0,ManCity,YAAAAAAAS! ðŸ˜,,,,,,,,,,,,,,Personal
en,Dave Black,,0,cm9798,@ShaunPendlebur1 @Ftbl_Rewind @cm0102legends @ManUtd It certainly is,,,,,,,,,,,,,,Personal
en,Top Tips,,0,Top__Tips_,#Arsenal vs #Newcastle preview: There are often fireworks between the #Gunners and #Magpies - what's going to happeâ€¦ https://t.co/4zs53XEQi4,,,,,,,,,,,,,,News
en,Escape Artists Inc.,,0,EAPodcasts,Join us in wishing @Pseudopod_org sound tentacle Chelsea Davis a very happy birthday today! https://t.co/LV89rqXUdf,,,,,,,,,,,,,,Personal
en,Oddschanger,,0,Oddschanger,"Liverpool are 8/13 to beat Spurs tomorrow in most places...

BETWAY HAVE ENHANCED THEM TO A HUGE PRICE OF 40/1! 

Câ€¦ https://t.co/9zrCDFnEdZ",,,,,,,,,,,,,,Personal
in,tirto.id,,0,TirtoID,"Chelsea hanya punya sedikit pilihan untuk lolos ke Liga Champions musim depan. Untuk mencapainya, mereka cuma butuhâ€¦ https://t.co/dbt2fbWlQh",,,,,,,,,,,,,,NonEnglish
en,Top Tips,,0,Top__Tips_,#Liverpool vs #Tottenham preview: Can #Spurs upset Jurgen Klopp's #Reds as they go for their first league title inâ€¦ https://t.co/gSH8gRBwS5,,,,,,,,,,,,,,News
en,The Anfield Wrap,,0,TheAnfieldWrap,"""Salah scored a great goal against them at Anfield last season. 

""It's set up perfectly for him to come back and sâ€¦ https://t.co/cTpvzMbBnY",,,,,,,,,,,,,,News
th,Manchester City FC,,0,ManCityTH,"à¸ à¸²à¸žà¸šà¸£à¸£à¸¢à¸²à¸à¸²à¸¨à¸à¸²à¸£à¸£à¸³à¸¥à¸¶à¸à¸–à¸¶à¸‡ à¹€à¸šà¸­à¸£à¹Œà¸™à¸²à¸£à¹Œà¸” à¸®à¸±à¸¥à¸Ÿà¸­à¸£à¹Œà¸” à¸à¹ˆà¸²à¸¢à¸šà¸£à¸´à¸«à¸²à¸£à¸‚à¸­à¸‡à¸ªà¹‚à¸¡à¸ªà¸£à¸œà¸¹à¹‰à¸¥à¹ˆà¸§à¸‡à¸¥à¸±à¸š ðŸ”´âš«

ðŸ’™ #mancityth https://t.co/aNbnkQWENw",,,,,,,,,,,,,,NonEnglish
en,India Fantasy,,0,india_fantasy,"CHE vs CAR Dream11 Football Prediction | Cardiff City vs Chelsea Fantasy Team News.
#FootballPredictionâ€¦ https://t.co/AkkrbbUjUp",,,,,,,,,,,,,,News
en,i sport,,0,iPaperSport,How Tottenham could line up against Liverpool as Mauricio Pochettino contends with key injuries | @LouisAlexDoreâ€¦ https://t.co/hTPnuvbKDg,,,,,,,,,,,,,,News
en,NetBet,,0,netbet,"ðŸ´ó §ó ¢ó ·ó ¬ó ³ó ¿ Cardiff City vs Chelsea ðŸ”µ
ðŸ”´ Liverpool vs Tottenham âšª

ðŸ¤” Who are you backing?

#CARCHE #LIVTOT https://t.co/sDtCRTIRqc",,,,,,,,,,,,,,Personal
en,mamigfb,,0,mamigfb33,@demarkesports @Liverpoolkolik #Probably Liverpool 3 - Tottenham 1,,,,,,,,,,,,,,Personal
en,REdAWN LIveBIRDS,,0,InatteamRedawn,"@lfcpaddy for ALL REdNET friends (500,000?) linked worldwide
European REd Supporters ""REdS abroad""
@â€¦ https://t.co/aqPTJGgCyt",,,,,,,,,,,,,,Personal
en,JD Football,,0,JDFootball,"Guess the @LFC player wearing the @nikefootball Phantom VNM ðŸ‘€ðŸ‘‡

ðŸ›’ Shop the #GameOver pack: https://t.co/zvFfrJlnNR https://t.co/v1Py9GULPJ",,,,,,,,,,,,,,News
en,William Hill,,0,WilliamHill,"ðŸš¨ #WHFreeBet ðŸš¨

Can you predict the correct minute of the 1st goal in the Liverpool v Spurs game? 

Reply withâ€¦ https://t.co/Je3seDino5",,,,,,,,,,,,,,Personal
in,FOX Sports Indonesia,,0,FOXSportsIndo,"Rencana belanja @ManUtd menurut Ole Gunnar Solskjaer.

https://t.co/icvk5oBVpR",,,,,,,,,,,,,,NonEnglish
en,WhoScored.com,,0,WhoScored,"HEAD-TO-HEAD: Mohamed Salah vs Harry Kane

Two of the Premier League's Golden Boot contenders lock horns at Anfieldâ€¦ https://t.co/Z4CQU0y716",,,,,,,,,,,,,,News
en,Dan_Dare_Life,,0,dan_dare_quest,Could not have said it better... and the opposition is almost as bad.. Glorious Leader marching with his FSB momentâ€¦ https://t.co/1u9GmEadfD,,,,,,,,,,,,,,Personal
en,Supporter Services,,0,ManCityHelp,MAN CITY WOMEN v LIVERPOOL WOMEN:  Looking for somewhere to park for todayâ€™s fixture? Parking is available from Bluâ€¦ https://t.co/EW02ESPRn9,,,,,,,,,,,,,,News
en,ã‚µãƒƒã‚«ãƒ¼æ„›å¥½å®¶HORII,,0,rhorii_foot,"RT @premierleague: Right foot. Header. Left foot.

@PeterCrouch's perfect hat-trick for @LFC saw off Arsenal #OnThisDay in 2007 https://t.câ€¦",,,,,,,,,,,,,,News
en,Spurs Family,,0,spurs_family,"Eriksen better than Coutinho and worth more than Â£142m, says Souness ðŸ‘€

https://t.co/dxVmBXvxf7 by @talkSPORT",,,,,,,,,,,,,,Personal
en,DSMWcom,,0,DSMWcom,"Liverpool vs. Tottenham Live Stream, TV Channel: How to Watch Premier League https://t.co/kHzsQsGaoK",,,,,,,,,,,,,,News
en,stephanie williams,,0,steph_983,Match day predictions fellow reds I am predicting 2-1 win to us #LIVTOT #LFC #YNWA ðŸ”´ ðŸ”´ ðŸ”´,,,,,,,,,,,,,,Personal
en,RÄ±dvan #Yeniden,,0,ridvancelik12,@demarkesports @Liverpoolkolik #Probably Liverpool 1 - 1 Tottenham,,,,,,,,,,,,,,Personal
pt,hey dinho,,0,adiostoni,Espero chegar em Fortal a tempo de ver pelo menos o segundo tempo de Liverpool x Tottenham. #YNWA â™¥ï¸,,,,,,,,,,,,,,NonEnglish
en,Anthony,,0,dickson87,RT @robbohuyton: Liverpool v Tottenham | The Preview Show https://t.co/z8nlIa2rg4 via @YouTube,,,,,,,,,,,,,,News
en,ðŸ™‡ðŸ¾â€â™‚ï¸,,0,WhoIsAbdullahi,"RT @premierleague: Right foot. Header. Left foot.

@PeterCrouch's perfect hat-trick for @LFC saw off Arsenal #OnThisDay in 2007 https://t.câ€¦",,,,,,,,,,,,,,News
es,JosÃ© F. Quero Cueto,,0,joqucu,RT @RovirosaG: Â¿HabÃ©is pensado que vuestro hogar obrero habrÃ­a de ser como arsenal que alimentara siempre el espÃ­ritu de los luchadores?,,,,,,,,,,,,,,NonEnglish
en,luisðŸ¦‰,,0,FtblMane,Score predictions for Liverpool v Tottenham?,,,,,,,,,,,,,,Personal
en,Man Utd Latest,,0,ManUtdLatestCom,PSG star told to leave club after 'liking' Man Utd's latest win over Watford #mufc #ManUtd https://t.co/9EXiEDyya1,,,,,,,,,,,,,,News
en,MJP,,0,MjpPrest,RT @TheEconomist: Recep Tayyip Erdogan has used every weapon is his arsenal to galvanise his religious base ahead of local elections https:â€¦,,,,,,,,,,,,,,News
en,Sheffield Egypt Co,,0,sheffieldegypt,"Hurry Up to get Sheffield Offers With Installment Up To 36 Months.
Silver Plated Oxydized Cultery Set 104 Pcs
 Alpaâ€¦ https://t.co/Y8fv2IW4Qq",,,,,,,,,,,,,,Personal
en,The Wolf ðŸº,,0,Omokolade_O,@Ebereee_ Since we're both LFC fans you can forward an exclusive content ðŸ˜Š,,,,,,,,,,,,,,Personal
und,Man Utd Latest,,0,ManUtdLatestCom,#mufc #ManUtd https://t.co/Lyro6uXOKH,,,,,,,,,,,,,,News
en,Aneesh Joseph #AJ,,0,josephaneesh7,@SamCarneyJourno @MiguelDelaney You cant compare with that Arsenal away with yesterdayâ€™s performance thatâ€™s for surâ€¦ https://t.co/KolRJ847rj,,,,,,,,,,,,,,Personal
en,UK Fighting Championships,,0,ukfcmma,#UKFC9 | Professional Bantamweight Bout | James Williams (MMA Academy Liverpool) vs. Reece Street (SK Fightclub)â€¦ https://t.co/AgF8CSpzez,,,,,,,,,,,,,,News
en,Hakan,,0,captantotti,#Probably Liverpool 2 Tottenham 1,,,,,,,,,,,,,,Personal
en,#asare,,0,IAmBenGrace,"@InfinixGhana LIVERPOOL 4-3 TOTTENHAM
#InfinixPredictAndWin",,,,,,,,,,,,,,Personal
en,Pye Waw,,0,pyewaw,"Matchday Poll âš¡

Liverpool ðŸ”´ vs Tottenham ðŸ”µ ,Salah vs Kane,who's winning at the Anfield? 
#LIVTOT #YNWA #COYS",,,,,,,,,,,,,,Personal
fr,K-22ï£¿âœŠðŸ½ðŸ”´âš«ï¸,,0,Kaamardiin,"RT @MUnitedFR: Solskjaer : ""Lorsque j'ai remportÃ© des trophÃ©es ici, nous n'avons pas bien jouÃ© Ã  chaque match. Aujourd'hui, nous avons gagnâ€¦",,,,,,,,,,,,,,NonEnglish
en,Jordi|S,,0,jordismithlive,"RT @ArsenalReviewed: Golden boots:
Henry 4-1 Aguero

Prem POTY:
Henry 2-0 Aguero

FWA POTY:
Henry 3-0 Aguero

PFA TOTY:
Henry 6-0 Aguero

Bâ€¦",,,,,,,,,,,,,,News
en,#GTTO COYG #JC4PM ðŸŒ¹,,0,Gunner_JC4PM,"RT @bet365: âš½ï¸ 228 goals for Arsenal
âš½ï¸ 228 goals for Man City

ðŸ¤” Who you taking?

RT â€“ Thierry Henry
â¤ï¸ â€“ Sergio AgÃ¼ero https://t.co/rGwm2â€¦",,,,,,,,,,,,,,Personal
en,MailOnline Sport,,0,MailSport,Denis Suarez could make his first start for Arsenal against Newcastle https://t.co/T9X4KeXMJd https://t.co/4dJ5G1FeAD,,,,,,,,,,,,,,News
tr,samedovski99,,0,samedovski99,"RT @BetmoyOfficial: Mutlu Pazarlar, gÃ¼nÃ¼n maÃ§Ä±na Ã¶zel 10 kiÅŸiye 20TL bedava bahis

Liverpool - Tottenham

MaÃ§ skor tahminini #betmoy etiketâ€¦",,,,,,,,,,,,,,NonEnglish
de,DeinGamingFeed ðŸŽ®,,0,DeinGamingFeed,"[GameStar-Feed] 

Auf der PAX East in Boston zeigen die Macher von Rage 2, was man mit dem Arsenal aus Waffen und Fâ€¦ https://t.co/h7Vkww3o38",,,,,,,,,,,,,,NonEnglish
en,Edge Hill SU Bar,,0,EHSUBar,"Super Sunday, today at SUBar! ðŸºðŸ¤™

Cardiff City vs Chelsea @2pm 

Liverpool vs Tottenham @4:30pm

The beers are fresâ€¦ https://t.co/qOBN4tMQ6K",,,,,,,,,,,,,,News
en,Low6,,0,Low6bet,"Will @LFC get that much needed win against @SpursOfficial today? âœ”ï¸

Kick off 4:30pmâš½ï¸ https://t.co/mpYa2oLrOk",,,,,,,,,,,,,,Personal
en,FreeSpeech,,0,Vicster1234,@ChelseaBridgeWh @Ian56789 It's actually true that Brexit will bring far more jobs. Global Markets are growing farâ€¦ https://t.co/EQSXIoZ7ee,,,,,,,,,,,,,,Personal
en,ðŸŽ® UDLR ðŸŽ®,,0,officialUDLR,Liverpool to win 2-0 against Spurs tonight. Keep that lead against City. #YNWA #UDLRNation,,,,,,,,,,,,,,Personal
en,Matched Betting Acca,,0,MatchedBetAcca,@LeroySane19 models @ManCityâ€™s new @NikeFootball mashup celebration shirt ðŸ¤© https://t.co/vgmaOa4D0w,,,,,,,,,,,,,,News
en,Top Bet,,0,_TopBet_,@LeroySane19 models @ManCityâ€™s new @NikeFootball mashup celebration shirt ðŸ¤© https://t.co/DtKA3VXaLp,,,,,,,,,,,,,,News
en,Milk The Bookies,,0,MilkTheBookies,@LeroySane19 models @ManCityâ€™s new @NikeFootball mashup celebration shirt ðŸ¤© https://t.co/yhsa52VOY1,,,,,,,,,,,,,,News
en,Student Profits,,0,Student_Profits,@LeroySane19 models @ManCityâ€™s new @NikeFootball mashup celebration shirt ðŸ¤© https://t.co/7QF0pbU1xU,,,,,,,,,,,,,,News
en,Footy Meme,,0,_FootyMeme,@LeroySane19 models @ManCityâ€™s new @NikeFootball mashup celebration shirt ðŸ¤© https://t.co/PxD3NnnQvD,,,,,,,,,,,,,,News
en,B,,0,bbellgam,"RT @Arsenal: Today we're remembering an Arsenal legend

David 'Rocky' Rocastle

#RememberingRocky â¤ï¸ https://t.co/KRC0kY9ZRL",,,,,,,,,,,,,,News
en,EPL Bible,,0,_EPLBible,@LeroySane19 models @ManCityâ€™s new @NikeFootball mashup celebration shirt ðŸ¤© https://t.co/MOWBAhBT4j,,,,,,,,,,,,,,News
en,Ibrahimï£¿,,0,Kojoblack2,RT @utdxtra: United will resist Real Madridâ€™s attempts to sign Paul Pogba this summer. Solskjaer views him as an integral part of the futurâ€¦,,,,,,,,,,,,,,News
en,thegirlsun,,0,thegirlsun21,Man Utd and Arsenal warned that Pepe transfer talks must wait until end ofÂ season https://t.co/WtVoyJh6z7 https://t.co/3DVmdhjsiU,,,,,,,,,,,,,,News
en,Brilliant Observations,,0,listenbrilliant,Melissa thinks Monica Lewinsky and Chelsea Clinton should be besties ðŸ¤” What say you? Listen now! https://t.co/EvOBPFzWvQ,,,,,,,,,,,,,,Personal
en,Arda Yazar,,0,yzr_Arda,"@demarkesports @Liverpoolkolik Liverpool 3
Tottenham 1
#Probably",,,,,,,,,,,,,,Personal
en,Matt Hall,,0,mattzki,RT @Andr6wMale: @mattzki @MOJOmagazine I pulled him up on that when I spoke to him. he got in a nark. I said the dock records were mostly câ€¦,,,,,,,,,,,,,,Personal
en,The Guide Liverpool,,0,TheGuideLpool,"All of these Liverpool bars are serving up Mother's Day today in town. ðŸ¹
Full list here &gt;&gt;https://t.co/e0dJtjF4iC https://t.co/QHjvesZLi0",,,,,,,,,,,,,,Personal
en,PL Latest News,,0,PL_Latest_News,Manchester City's chances have lowered because of this exact reason! https://t.co/5m1ZyEKEmH,,,,,,,,,,,,,,News
en,Sulaiman Habeeb Babatunde,,0,Sulaima65781834,@NFFCshow Liverpool 1-1 Tottenham #Nffcshow,,,,,,,,,,,,,,Personal
en,El Jefe,,0,crownstory,RT @ManUtd: Bringing some joy to your timeline ðŸ˜„ #MUFC https://t.co/qPi22jFeNR,,,,,,,,,,,,,,News
en,O. Cromwell,,0,SNOWDONIAN,@SteveBakerHW @BrexitE @DavidDavisMP Have a care.  That is the engine that regularly hauled the Hook Continental frâ€¦ https://t.co/7ErfhBxqFD,,,,,,,,,,,,,,Personal
und,Chelsea Balkan,,0,cfcbalkan12,MoÅ¾emo li? https://t.co/qdo286u3K6,,,,,,,,,,,,,,NonEnglish
en,ruairi,,0,ruairic99,"RT @DaveOCKOP: Pochettino: â€œWhen a team like Liverpool need to improve their team in a certain area, people said it was crazy to pay Â£70m fâ€¦",,,,,,,,,,,,,,Personal
en,ThePuntersPage.com,,0,ThePuntersPage,"ON SITE TODAY ðŸ“š
 
âš½ Celtic v Rangers - @Ant_olsson93
âš½ Cardiff v Chelsea - @JamesOR1
âš½ Liverpool v Tottenham -â€¦ https://t.co/esmwljIhQS",,,,,,,,,,,,,,News
tr,tarÄ±k,,0,rapaic1907,adamlar emenikeâ€™yi deÄŸil kalecilerini alkÄ±ÅŸlÄ±yor premier ligâ€™i bi kere izlemiÅŸ adam anlar. bu video neden birkaÃ§ gÃ¼â€¦ https://t.co/qLwH3d1unw,,,,,,,,,,,,,,NonEnglish
en,Frederick Mugisa,,0,TheMugisa,RT @ManUtd: This guy â™¥ï¸ https://t.co/HMq7rpS6Pm,,,,,,,,,,,,,,News
en,SuperSport,,0,SuperSportTV,"Premier League prediction time:

Liverpool __ - __ Tottenham
#PL https://t.co/OxVYtLXbVL",,,,,,,,,,,,,,Personal
en,FOX Sports Asia,,0,FOXSportsAsia,".@ManUtd risk losing him on a free transfer after the end of this season!

@PSG_inside might end up taking two of Oâ€¦ https://t.co/IMi3dDfuCi",,,,,,,,,,,,,,News
en,Black Type,,0,blacktypebet,"ðŸ† EFL Checkatrade Trophy
âš½ Portsmouth ðŸ†š Sunderland AFC
â° 2.30pm
ðŸ’¥ Sunderland To WIN &amp; BTTS, NOW 9/2!

Forâ€¦ https://t.co/QqbnQkCIks",,,,,,,,,,,,,,News
en,Consensus Naps,,0,ConsensusNaps,"RT @ConsensusNaps: â­NAP OF THE DAYâ­

ðŸ‡ Right Action (14:00 @ Doncaster)

Backed by 3 tipsters

1. Andy Morris - Shropshire Star
2. Fortunatâ€¦",,,,,,,,,,,,,,Personal
und,john shimmin,,0,JohnShimmin,https://t.co/oct86SaSFS,,,,,,,,,,,,,,NonEnglish
en,FourFourTwo âš½ï¸,,0,FourFourTwo,"Paul Pogba's representatives have been in contact with Real Madrid, say @marca ðŸ‡ªðŸ‡¸

âž¡ï¸ https://t.co/oIBykg4bjS
#mufcâ€¦ https://t.co/yKkYuNKa6P",,,,,,,,,,,,,,News
en,Marc T,,0,F1Tricky,"@MercedesAMGF1 @LewisHamilton @PET_Motorsports @F1 Super excited for this one, hopefully the races lives up to expeâ€¦ https://t.co/flm9lF08cK",,,,,,,,,,,,,,Personal
es,Futbolred.com,,0,futbolred,"#PremierLeague ðŸ´ó §ó ¢ó ¥ó ®ó §ó ¿
#Liverpool (@LFC) recibe en Anfield a #Tottenham (@Spurs_ES) por #Premier.
Manchester City gâ€¦ https://t.co/V16AxIkEH8",,,,,,,,,,,,,,NonEnglish
en,Shaw Twillie,,0,MikeHunt082,......cretinous cow  !!,,,,,,,,,,,,,,Personal
en,Liverpool Weather,,0,liverpoolweath,"Liverpool Weather live from Aigburth at 12:00 pm: 
Temperature: 12 câ†’ 
Relative humidity: 50%â†’ 
Pressure: 1025.80 MBâ†’ 
Daily rain: 0.0mm",,,,,,,,,,,,,,Personal
en,Don Unai,,0,Arsenal490304,"Worst set of legends i have ever seen.

More than half of those in their prime wont even get into Arsenal's currentâ€¦ https://t.co/eT3obLSoC0",,,,,,,,,,,,,,Personal
en,Madisons Cafe Bar,,0,MadisonsCB,"ðŸ†š Liverpool v Tottenham 
ðŸ•’ 31st March KO 4:30pm
ðŸº Madisons 
ðŸŸï¸ Anifeld 
ðŸ† Premier League 
#MadisonsCafeBarâ€¦ https://t.co/oOmL1XBKaE",,,,,,,,,,,,,,News
en,SamoraðŸ‡¾ðŸ‡ª,,0,MUFC_Geezer,@Sio_Chamberlain @ThlfcOfficial @FAWC_ @ManUtdWomen @ManUtd @FAWSL Let's get the WIN ðŸ‘ðŸ‘ðŸ‘,,,,,,,,,,,,,,Personal
en,Sports News,,0,esportsws,"Liverpool vs. Tottenham Live Stream, TV Channel: How to Watch PremierÂ League https://t.co/w9I2t0twFA",,,,,,,,,,,,,,News
